storyNumber,storyTitleFinal,storyTitlePrevious,biblicalReference,sceneNumber,audioFileName,appPath,textoFinalNarrar,direcaoDeVoz,sonoplastiaOpcional
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,01,noah_scene_01.mp3,assets/audio/noah/noah_scene_01.mp3,"Muito tempo depois da criação, Deus viu que a maldade havia crescido na terra. Isso entristeceu o coração de Deus. Mas Noé era diferente. A Bíblia diz que Noé era justo, íntegro e andava com Deus. Mesmo em um tempo difícil, Noé escolhia ouvir e obedecer ao Senhor.","Voz séria, mas acolhedora.","Ambiente calmo, sem medo pesado."
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,02,noah_scene_02.mp3,assets/audio/noah/noah_scene_02.mp3,"Deus falou com Noé e lhe deu uma missão: construir uma arca, um grande barco, para preservar sua família e os animais conforme Deus ordenasse. Noé poderia não entender tudo, mas confiou. Ele ouviu a palavra de Deus e se preparou para obedecer.",Voz de orientação e confiança.,Som leve de madeira ao fundo.
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,03,noah_scene_03.mp3,assets/audio/noah/noah_scene_03.mp3,"Noé fez tudo como Deus havia mandado. Ele trabalhou com cuidado, preparando a arca conforme as instruções do Senhor. A arca foi ficando grande e forte. Cada tábua lembrava que obedecer a Deus é confiar, mesmo antes de ver tudo acontecer.","Voz animada, ritmo de trabalho.",Marteladas suaves e espaçadas.
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,04,noah_scene_04.mp3,assets/audio/noah/noah_scene_04.mp3,"Quando chegou o tempo certo, Noé, sua família e os animais entraram na arca. Os animais vieram conforme Deus havia ordenado. Deus cuidou de cada detalhe, desde os maiores até os menores. A arca se tornou um lugar de proteção.",Voz maravilhada e segura.,"Passos de animais leves, sem bagunça."
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,05,noah_scene_05.mp3,assets/audio/noah/noah_scene_05.mp3,"Então começou a chover. As águas aumentaram sobre a terra, mas Deus guardou Noé, sua família e os animais dentro da arca. A chuva durou quarenta dias e quarenta noites. Mesmo em meio às águas, Deus não havia esquecido aqueles que estavam na arca.","Voz calma, com suspense leve.","Chuva crescendo suavemente, sem trovões assustadores."
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,06,noah_scene_06.mp3,assets/audio/noah/noah_scene_06.mp3,"A arca flutuou sobre as águas. Depois, Deus fez passar um vento sobre a terra, e as águas começaram a baixar. Pouco a pouco, a arca repousou sobre os montes de Ararate. O tempo de espera continuava, mas Deus estava conduzindo tudo.",Voz esperançosa.,Vento suave e água diminuindo.
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,07,noah_scene_07.mp3,assets/audio/noah/noah_scene_07.mp3,"Noé esperou com paciência. Ele soltou aves para saber como estava a terra. Uma pomba saiu e voltou, porque ainda não havia lugar seco para pousar. Noé aguardou mais alguns dias, confiando no tempo de Deus.","Voz tranquila, paciente.","Asas leves, ambiente sereno."
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,08,noah_scene_08.mp3,assets/audio/noah/noah_scene_08.mp3,"Depois, a pomba voltou trazendo uma folha nova de oliveira. Noé entendeu que as águas estavam diminuindo e que a vida estava brotando outra vez. Era um sinal de esperança. Deus estava preparando um novo começo.",Voz alegre e suave.,Som leve de pássaro e vento.
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,09,noah_scene_09.mp3,assets/audio/noah/noah_scene_09.mp3,"Quando a terra secou, Deus mandou Noé sair da arca com sua família e os animais. Noé construiu um altar e adorou ao Senhor. Antes de seguir a vida, ele agradeceu a Deus. Noé sabia que havia sido guardado pelo cuidado do Senhor.",Voz de gratidão.,"Trilha reverente, sem exagero."
02,Noé e o Sinal da Aliança,Noé e o Arco-Íris,Gênesis 6 a 9,10,noah_scene_10.mp3,assets/audio/noah/noah_scene_10.mp3,"Deus fez uma aliança com Noé, com sua família e com todos os seres vivos. Ele colocou o seu arco nas nuvens como sinal da promessa: as águas nunca mais se tornariam um dilúvio para destruir todos os seres vivos. Quando vemos o arco nas nuvens, lembramos da fidelidade e da misericórdia de Deus.","Voz final, cheia de esperança.","Som suave após chuva, pássaros discretos."
03,Davi e Golias,,1 Samuel 17,01,david_goliath_scene_01.mp3,assets/audio/david_goliath/david_goliath_scene_01.mp3,"Davi era filho de Jessé, de Belém, e cuidava das ovelhas de sua família. Era um trabalho simples, feito longe dos olhos de muita gente. Mas Deus via o coração de Davi. Nos campos, Davi aprendia a confiar no Senhor enquanto cuidava do rebanho.",Voz simples e acolhedora.,"Campo, ovelhas suaves."
03,Davi e Golias,,1 Samuel 17,02,david_goliath_scene_02.mp3,assets/audio/david_goliath/david_goliath_scene_02.mp3,"No vale de Elá, os israelitas estavam de um lado e os filisteus do outro. Um guerreiro chamado Golias saía para desafiar o povo de Israel. Ele era muito alto, usava armadura e falava com arrogância. Durante muitos dias, suas palavras espalharam medo pelo acampamento.",Voz de suspense moderado.,"Passos pesados distantes, sem assustar."
03,Davi e Golias,,1 Samuel 17,03,david_goliath_scene_03.mp3,assets/audio/david_goliath/david_goliath_scene_03.mp3,O rei Saul e os soldados ficaram com medo. Ninguém queria enfrentar Golias. O desafio parecia grande demais. Mas o problema não era apenas o tamanho do gigante. Golias estava afrontando o povo do Deus vivo.,Voz séria e clara.,"Ambiente de acampamento tenso, leve."
03,Davi e Golias,,1 Samuel 17,04,david_goliath_scene_04.mp3,assets/audio/david_goliath/david_goliath_scene_04.mp3,"Um dia, Davi foi ao acampamento levar comida para seus irmãos. Quando ouviu o desafio de Golias, percebeu a situação com olhos de fé. Davi sabia que o Senhor era maior do que qualquer ameaça. Para ele, a honra de Deus importava mais do que o medo.",Voz de coragem crescente.,Movimento de acampamento e vento suave.
03,Davi e Golias,,1 Samuel 17,05,david_goliath_scene_05.mp3,assets/audio/david_goliath/david_goliath_scene_05.mp3,Davi foi levado ao rei Saul. Saul disse que Davi era jovem e que Golias era um guerreiro experiente. Mas Davi contou como Deus o havia livrado quando protegia as ovelhas de um leão e de um urso. Davi se lembrava do cuidado de Deus no passado.,Voz confiante.,"Som discreto de memória, sem rugidos fortes."
03,Davi e Golias,,1 Samuel 17,06,david_goliath_scene_06.mp3,assets/audio/david_goliath/david_goliath_scene_06.mp3,"Davi disse que o Senhor, que o havia livrado antes, também poderia livrá-lo daquele filisteu. Ele não confiava em sua própria força. Confiava no Deus vivo. Saul então permitiu que Davi fosse, desejando que o Senhor estivesse com ele.",Voz firme e reverente.,"Trilha de coragem, suave."
03,Davi e Golias,,1 Samuel 17,07,david_goliath_scene_07.mp3,assets/audio/david_goliath/david_goliath_scene_07.mp3,"Davi pegou seu cajado, escolheu cinco pedras lisas no ribeiro e tomou sua funda. Ele não usou a armadura de Saul, porque não estava acostumado com ela. Davi foi com o que conhecia, mas acima de tudo foi confiando no Senhor.",Voz prática e determinada.,Água de ribeiro e passos leves.
03,Davi e Golias,,1 Samuel 17,08,david_goliath_scene_08.mp3,assets/audio/david_goliath/david_goliath_scene_08.mp3,"Golias zombou de Davi, mas Davi respondeu com fé. Ele disse que vinha em nome do Senhor dos Exércitos, o Deus de Israel. Davi declarou que todos saberiam que a vitória não vem por espada ou lança, porque a batalha pertence ao Senhor.","Voz forte, sem agressividade.","Silêncio antes da ação, tensão leve."
03,Davi e Golias,,1 Samuel 17,09,david_goliath_scene_09.mp3,assets/audio/david_goliath/david_goliath_scene_09.mp3,"Davi correu para a batalha, colocou uma pedra na funda e a lançou. A pedra atingiu Golias, e o gigante caiu. Deus livrou Israel por meio de um jovem que confiou no Senhor. A vitória mostrou que Deus pode agir de maneiras simples e surpreendentes.",Voz de surpresa e alívio.,"Som de giro da funda e queda abafada, sem violência gráfica."
03,Davi e Golias,,1 Samuel 17,10,david_goliath_scene_10.mp3,assets/audio/david_goliath/david_goliath_scene_10.mp3,"O povo de Israel viu que o Senhor havia dado livramento. O medo deu lugar à coragem. Davi não venceu porque era o mais forte, mas porque confiou no Deus vivo. Confiando em Deus, podemos obedecer com coragem mesmo diante de desafios grandes.",Voz celebrativa e segura.,"Trilha alegre de vitória, sem gritos agressivos."
04,Jesus e as Crianças,,Marcos 10:13 a 16,01,jesus_children_scene_01.mp3,assets/audio/jesus_children/jesus_children_scene_01.mp3,Algumas pessoas levaram crianças até Jesus para que Ele as tocasse e as abençoasse. Elas sabiam que estar perto de Jesus era algo precioso. Pais e responsáveis queriam que suas crianças recebessem o cuidado do Mestre.,Voz doce e acolhedora.,Ambiente de caminhada tranquila.
04,Jesus e as Crianças,,Marcos 10:13 a 16,02,jesus_children_scene_02.mp3,assets/audio/jesus_children/jesus_children_scene_02.mp3,"Os discípulos viram as crianças chegando e começaram a impedir as pessoas. Eles pensaram que Jesus não deveria ser incomodado. Mas estavam enganados. Para Jesus, as crianças não eram um problema. Elas eram bem-vindas.","Voz gentil, com leve tristeza.","Pausa suave, sem tensão forte."
04,Jesus e as Crianças,,Marcos 10:13 a 16,03,jesus_children_scene_03.mp3,assets/audio/jesus_children/jesus_children_scene_03.mp3,"Quando Jesus viu aquilo, ficou indignado. Ele não aceitou que as crianças fossem afastadas. Jesus mostrou que elas tinham valor diante de Deus. Nenhuma criança deveria ser impedida de se aproximar Dele.",Voz firme e amorosa.,Trilha leve de atenção.
04,Jesus e as Crianças,,Marcos 10:13 a 16,04,jesus_children_scene_04.mp3,assets/audio/jesus_children/jesus_children_scene_04.mp3,"Jesus disse: “Deixem vir a mim os pequeninos. Não os impeçam.” Essas palavras mostraram o coração de Jesus. Ele chamava as crianças para perto, com amor, cuidado e alegria.","Voz firme, terna e clara.","Brilho suave, ambiente acolhedor."
04,Jesus e as Crianças,,Marcos 10:13 a 16,05,jesus_children_scene_05.mp3,assets/audio/jesus_children/jesus_children_scene_05.mp3,"Jesus também ensinou que o Reino de Deus deve ser recebido com confiança simples, como a de uma criança. Ele não estava dizendo que adultos não importam. Estava ensinando que Deus se alegra com um coração humilde e confiante.",Voz didática e leve.,Trilha serena.
04,Jesus e as Crianças,,Marcos 10:13 a 16,06,jesus_children_scene_06.mp3,assets/audio/jesus_children/jesus_children_scene_06.mp3,"As crianças puderam se aproximar de Jesus. Elas não precisavam ter medo. Jesus as recebeu com bondade. Perto Dele, havia espaço para os pequenos, para os simples e para todos que confiam em Deus.",Voz calorosa.,"Sons suaves de crianças felizes, bem discretos."
04,Jesus e as Crianças,,Marcos 10:13 a 16,07,jesus_children_scene_07.mp3,assets/audio/jesus_children/jesus_children_scene_07.mp3,"Jesus tomou as crianças nos braços. Esse gesto mostrava carinho, aceitação e cuidado. Ele não apenas falou sobre amor. Ele demonstrou amor. Cada criança ali era importante para Ele.",Voz emocionada e suave.,Trilha de ternura.
04,Jesus e as Crianças,,Marcos 10:13 a 16,08,jesus_children_scene_08.mp3,assets/audio/jesus_children/jesus_children_scene_08.mp3,"Depois, Jesus colocou as mãos sobre as crianças e as abençoou. A bênção de Jesus mostrava o cuidado de Deus por elas. Aquele momento ensinou a todos que as crianças são preciosas para o Senhor.",Voz reverente e alegre.,"Som delicado de bênção, sem efeito mágico."
04,Jesus e as Crianças,,Marcos 10:13 a 16,09,jesus_children_scene_09.mp3,assets/audio/jesus_children/jesus_children_scene_09.mp3,"Os discípulos aprenderam uma lição importante. Eles não deveriam afastar as crianças, mas ajudar as pessoas a chegarem perto de Jesus. O amor de Jesus inclui os pequenos. O Reino de Deus também é anunciado a eles.",Voz de aprendizado.,Ambiente calmo de conclusão.
04,Jesus e as Crianças,,Marcos 10:13 a 16,10,jesus_children_scene_10.mp3,assets/audio/jesus_children/jesus_children_scene_10.mp3,"Jesus ama as crianças. Quando você ora, pode falar com Ele com confiança. Você é precioso para Deus. Jesus acolhe, cuida e ensina que um coração simples e confiante agrada ao Senhor.","Voz final, pessoal e acolhedora.",Trilha leve e esperançosa.
05,Daniel e os Leões,,Daniel 6,01,daniel_lions_scene_01.mp3,assets/audio/daniel_lions/daniel_lions_scene_01.mp3,"Daniel havia sido levado para longe de sua terra quando era jovem, mas muitos anos se passaram. No tempo do rei Dario, Daniel servia com sabedoria e fidelidade. Ele era conhecido por fazer seu trabalho com excelência e por permanecer fiel a Deus.",Voz narrativa e respeitosa.,"Ambiente de palácio antigo, discreto."
05,Daniel e os Leões,,Daniel 6,02,daniel_lions_scene_02.mp3,assets/audio/daniel_lions/daniel_lions_scene_02.mp3,"Daniel tinha o costume de orar a Deus três vezes ao dia. Ele abria a janela voltada para Jerusalém e falava com o Senhor. A oração fazia parte de sua vida. Mesmo sendo ocupado e importante no reino, Daniel não abandonava seu compromisso com Deus.",Voz calma e reverente.,Ambiente silencioso de oração.
05,Daniel e os Leões,,Daniel 6,03,daniel_lions_scene_03.mp3,assets/audio/daniel_lions/daniel_lions_scene_03.mp3,"Alguns líderes tiveram inveja de Daniel. Procuraram uma falha em seu trabalho, mas não encontraram. Então decidiram usar sua fidelidade a Deus contra ele. Aquilo era injusto, mas Daniel continuaria fazendo o que era certo.","Voz séria, sem assustar.",Tensão leve.
05,Daniel e os Leões,,Daniel 6,04,daniel_lions_scene_04.mp3,assets/audio/daniel_lions/daniel_lions_scene_04.mp3,"Esses homens convenceram o rei Dario a assinar uma lei: durante trinta dias, ninguém poderia fazer pedidos a qualquer deus ou pessoa, somente ao rei. Quem desobedecesse seria lançado na cova dos leões. O rei assinou sem perceber a armadilha.",Voz cautelosa.,Som de selo ou pergaminho.
05,Daniel e os Leões,,Daniel 6,05,daniel_lions_scene_05.mp3,assets/audio/daniel_lions/daniel_lions_scene_05.mp3,"Daniel soube da lei. Mesmo assim, voltou para sua casa, abriu a janela como de costume e orou a Deus. Ele não fez isso para aparecer, mas porque sua fidelidade ao Senhor não dependia da aprovação dos homens.",Voz firme e serena.,"Ambiente de oração, sem dramatização pesada."
05,Daniel e os Leões,,Daniel 6,06,daniel_lions_scene_06.mp3,assets/audio/daniel_lions/daniel_lions_scene_06.mp3,"Os inimigos de Daniel o viram orando e foram acusá-lo diante do rei. Dario ficou angustiado, porque gostava de Daniel e queria livrá-lo. Mas a lei não podia ser mudada. O rei percebeu tarde demais que havia sido enganado.",Voz triste e contida.,Tensão leve de palácio.
05,Daniel e os Leões,,Daniel 6,07,daniel_lions_scene_07.mp3,assets/audio/daniel_lions/daniel_lions_scene_07.mp3,"Daniel foi lançado na cova dos leões. O rei disse que o Deus a quem Daniel servia continuamente poderia livrá-lo. Uma pedra foi colocada sobre a entrada da cova. Naquela noite, o rei não conseguiu dormir.","Voz de suspense leve, sem terror.",Rugidos bem distantes e suaves.
05,Daniel e os Leões,,Daniel 6,08,daniel_lions_scene_08.mp3,assets/audio/daniel_lions/daniel_lions_scene_08.mp3,"Dentro da cova, Daniel não estava sozinho. Deus enviou seu anjo e fechou a boca dos leões, para que eles não lhe fizessem mal. Daniel passou a noite protegido pelo Senhor.",Voz reverente e segura.,"Rugidos cessando, silêncio calmo."
05,Daniel e os Leões,,Daniel 6,09,daniel_lions_scene_09.mp3,assets/audio/daniel_lions/daniel_lions_scene_09.mp3,"Ao amanhecer, o rei correu até a cova e chamou Daniel. Ele queria saber se o Deus vivo havia livrado seu servo. Então Daniel respondeu de dentro da cova. O rei ouviu sua voz e se alegrou muito.",Voz de esperança crescente.,"Passos rápidos, amanhecer suave."
05,Daniel e os Leões,,Daniel 6,10,daniel_lions_scene_10.mp3,assets/audio/daniel_lions/daniel_lions_scene_10.mp3,"Daniel saiu da cova sem ferimento algum, porque Deus o havia guardado. O rei reconheceu que o Deus de Daniel é vivo e poderoso. A história de Daniel nos lembra que podemos ser fiéis a Deus, mesmo quando é difícil.","Voz final, confiante.",Trilha de livramento e gratidão.
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,01,jonah_big_fish_scene_01.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_01.mp3,"Deus falou com Jonas e mandou que ele fosse a Nínive, uma grande cidade, para anunciar uma mensagem séria. O povo de lá precisava se voltar para Deus. A missão era difícil, mas Deus estava chamando Jonas para obedecer.",Voz clara e missionária.,Ambiente de início de jornada.
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,02,jonah_big_fish_scene_02.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_02.mp3,"Jonas decidiu fugir. Ele foi ao porto, entrou em um navio e seguiu para o lado oposto de Nínive. Mas ninguém consegue se esconder de Deus. O Senhor vê nossos caminhos e nos chama de volta quando estamos fugindo.",Voz de alerta amoroso.,Som de porto e mar suave.
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,03,jonah_big_fish_scene_03.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_03.mp3,"Deus mandou um grande vento, e uma tempestade se levantou no mar. O navio balançava, e os marinheiros ficaram com medo. Enquanto isso, Jonas dormia no porão. O capitão o acordou e pediu que ele clamasse ao seu Deus.",Voz de suspense controlado.,"Ondas e vento, sem barulho assustador."
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,04,jonah_big_fish_scene_04.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_04.mp3,"Os marinheiros descobriram que Jonas havia fugido da presença do Senhor. Jonas reconheceu seu erro e disse que fosse lançado ao mar. Os homens ainda tentaram remar, mas não conseguiram. Quando Jonas foi lançado ao mar, a tempestade se acalmou.",Voz séria e compassiva.,Mar agitado diminuindo aos poucos.
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,05,jonah_big_fish_scene_05.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_05.mp3,"Deus preparou um grande peixe para engolir Jonas. Jonas ficou vivo dentro do peixe por três dias e três noites. Aquilo não era o fim da história. Mesmo ali, Deus estava preservando Jonas e chamando seu coração de volta.","Voz de surpresa, mas segura.",Água profunda e som grave suave.
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,06,jonah_big_fish_scene_06.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_06.mp3,"Dentro do peixe, Jonas orou ao Senhor. Ele reconheceu que precisava de Deus e se lembrou da misericórdia do Senhor. Jonas aprendeu que Deus ouve a oração em qualquer lugar, até no lugar mais improvável.",Voz íntima e reverente.,"Silêncio profundo, bolhas suaves."
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,07,jonah_big_fish_scene_07.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_07.mp3,"Depois de três dias e três noites, Deus falou ao peixe, e o peixe deixou Jonas em terra seca. Jonas recebeu uma nova oportunidade. A misericórdia de Deus o alcançou de novo.",Voz de alívio e recomeço.,"Água chegando à praia, leve."
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,08,jonah_big_fish_scene_08.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_08.mp3,"Deus falou outra vez com Jonas: ele deveria ir a Nínive. Dessa vez, Jonas obedeceu. Ele entrou na cidade e anunciou a mensagem que Deus lhe havia dado. A palavra era séria, mas também era uma chance para o povo se arrepender.",Voz firme e obediente.,"Ambiente de cidade, discreto."
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,09,jonah_big_fish_scene_09.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_09.mp3,"O povo de Nínive ouviu a mensagem e se arrependeu. Desde o rei até as pessoas mais simples, muitos buscaram a misericórdia de Deus. Quando Deus viu o arrependimento deles, teve compaixão e não trouxe a destruição anunciada.",Voz esperançosa.,Trilha de arrependimento e esperança.
06,Jonas e o Grande Peixe,Jonas e o Peixe,Jonas 1 a 4,10,jonah_big_fish_scene_10.mp3,assets/audio/jonah_big_fish/jonah_big_fish_scene_10.mp3,"Jonas ficou contrariado, mas Deus lhe ensinou uma lição. O Senhor se importa com pessoas que precisam de misericórdia. Deus é bondoso, paciente e compassivo. A história de Jonas mostra que Deus chama, corrige e ama mais do que conseguimos entender.",Voz reflexiva e final.,Trilha suave de encerramento.
07,A Ovelha Perdida,,Lucas 15:1 a 7,01,lost_sheep_scene_01.mp3,assets/audio/lost_sheep/lost_sheep_scene_01.mp3,"Jesus contou uma parábola sobre um pastor que tinha cem ovelhas. Ele conhecia seu rebanho e cuidava dele. Com essa história, Jesus queria mostrar como Deus se importa com cada pessoa.",Voz de contador de história.,"Campo calmo, ovelhas suaves."
07,A Ovelha Perdida,,Lucas 15:1 a 7,02,lost_sheep_scene_02.mp3,assets/audio/lost_sheep/lost_sheep_scene_02.mp3,"Na parábola, uma das ovelhas se perdeu. Ela se afastou do rebanho e ficou sozinha. Longe do pastor, estava em perigo e precisava ser encontrada.","Voz suave, com preocupação leve.","Vento leve, ovelha distante."
07,A Ovelha Perdida,,Lucas 15:1 a 7,03,lost_sheep_scene_03.mp3,assets/audio/lost_sheep/lost_sheep_scene_03.mp3,"O pastor percebeu que uma ovelha faltava. Ele deixou as noventa e nove em segurança e saiu para procurar a que se havia perdido. Para o pastor, aquela ovelha também era preciosa.",Voz decidida e cuidadosa.,Passos na grama.
07,A Ovelha Perdida,,Lucas 15:1 a 7,04,lost_sheep_scene_04.mp3,assets/audio/lost_sheep/lost_sheep_scene_04.mp3,O pastor procurou com atenção. Ele não tratou a ovelha perdida como sem valor. Continuou buscando até encontrá-la. Jesus mostrou que Deus não olha com indiferença para quem está longe.,Voz de busca e carinho.,Ambiente de procura tranquila.
07,A Ovelha Perdida,,Lucas 15:1 a 7,05,lost_sheep_scene_05.mp3,assets/audio/lost_sheep/lost_sheep_scene_05.mp3,A ovelha talvez estivesse cansada e assustada. Mas o pastor não desistiu. Ele continuou procurando até ouvir e encontrar a que estava perdida.,Voz de esperança.,Ovelha suave ao longe.
07,A Ovelha Perdida,,Lucas 15:1 a 7,06,lost_sheep_scene_06.mp3,assets/audio/lost_sheep/lost_sheep_scene_06.mp3,"Quando o pastor encontrou a ovelha, ficou cheio de alegria. Ele não a tratou com dureza. Colocou-a sobre os ombros e a levou de volta com cuidado.",Voz aliviada e alegre.,Trilha de reencontro.
07,A Ovelha Perdida,,Lucas 15:1 a 7,07,lost_sheep_scene_07.mp3,assets/audio/lost_sheep/lost_sheep_scene_07.mp3,A ovelha voltou nos ombros do pastor. Ela não precisou fazer o caminho sozinha. Jesus usou essa imagem para mostrar a alegria de Deus quando alguém se arrepende e volta para perto Dele.,Voz acolhedora.,"Passos de retorno, música calma."
07,A Ovelha Perdida,,Lucas 15:1 a 7,08,lost_sheep_scene_08.mp3,assets/audio/lost_sheep/lost_sheep_scene_08.mp3,"Ao chegar, o pastor chamou amigos e vizinhos para celebrar. Ele disse que havia encontrado sua ovelha perdida. A alegria do pastor era grande porque aquilo que estava perdido havia sido encontrado.",Voz celebrativa.,"Alegria discreta, sem festa exagerada."
07,A Ovelha Perdida,,Lucas 15:1 a 7,09,lost_sheep_scene_09.mp3,assets/audio/lost_sheep/lost_sheep_scene_09.mp3,Jesus explicou que há alegria no céu por uma pessoa que se arrepende. A parábola nos ensina que ninguém é pequeno demais para o cuidado de Deus. Cada pessoa é preciosa para Ele.,Voz didática e reverente.,Trilha leve.
07,A Ovelha Perdida,,Lucas 15:1 a 7,10,lost_sheep_scene_10.mp3,assets/audio/lost_sheep/lost_sheep_scene_10.mp3,"Quando você se sentir sozinho ou longe, lembre-se da parábola que Jesus contou. Deus chama você para perto Dele com amor. Ele se alegra quando o coração volta para o caminho certo.",Voz pessoal e carinhosa.,Encerramento esperançoso.
